,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
4209,bmw,5-seriya,5700,1999,with mileage,330000.0,petrol,2800.0,black,auto,rear drive,E
4210,bmw,5-seriya,10555,2007,with mileage,207000.0,petrol,2500.0,black,auto,rear drive,E
4211,bmw,5-seriya,10800,2009,with mileage,286000.0,diesel,2000.0,black,auto,rear drive,E
4212,bmw,5-seriya,9400,2005,with mileage,315000.0,diesel,2500.0,silver,auto,rear drive,E
4213,bmw,5-seriya,4700,1999,with mileage,287000.0,petrol,2500.0,other,auto,rear drive,E
4214,bmw,5-seriya,5700,2002,with mileage,300000.0,diesel,3000.0,blue,auto,rear drive,E
4215,bmw,5-seriya,10250,2007,with mileage,200000.0,petrol,3000.0,silver,mechanics,rear drive,E
4216,bmw,5-seriya,3950,2001,with mileage,360.0,petrol,2200.0,silver,mechanics,rear drive,E
4217,bmw,5-seriya,4500,1997,with mileage,430000.0,petrol,2495.0,red,mechanics,rear drive,E
4218,bmw,5-seriya,4000,1998,with mileage,430000.0,petrol,3500.0,silver,mechanics,rear drive,E
4219,bmw,5-seriya,5750,2001,with mileage,300000.0,diesel,2500.0,other,auto,rear drive,E
4220,bmw,5-seriya,4777,2000,with mileage,370000.0,diesel,3000.0,silver,auto,rear drive,E
4221,bmw,5-seriya,4200,1997,with mileage,320000.0,petrol,2300.0,silver,auto,rear drive,E
4222,bmw,5-seriya,5700,2003,with mileage,380000.0,diesel,2500.0,silver,auto,rear drive,E
4223,bmw,5-seriya,4300,2000,with mileage,346328.0,diesel,2500.0,blue,mechanics,rear drive,E
4224,bmw,5-seriya,5500,1999,with mileage,375.0,diesel,3000.0,burgundy,mechanics,rear drive,E
4225,bmw,5-seriya,11500,2006,with mileage,202000.0,diesel,2500.0,black,auto,rear drive,E
4226,bmw,5-seriya,9600,2006,with mileage,359000.0,diesel,2000.0,black,mechanics,rear drive,E
4227,bmw,5-seriya,4200,1998,with mileage,375336.0,petrol,2500.0,blue,auto,rear drive,E
4228,bmw,5-seriya,4650,1999,with mileage,320000.0,petrol,2000.0,gray,mechanics,rear drive,E
4229,bmw,5-seriya,5000,1999,with mileage,360000.0,petrol,2000.0,blue,mechanics,rear drive,E
4230,bmw,5-seriya,10300,2004,with mileage,344000.0,diesel,3000.0,black,auto,rear drive,E
4231,bmw,5-seriya,5950,2002,with mileage,295000.0,diesel,3000.0,black,auto,rear drive,E
4232,bmw,5-seriya,4250,1998,with mileage,490000.0,petrol,2500.0,blue,auto,rear drive,E
4233,bmw,5-seriya,5550,2002,with mileage,431000.0,petrol,3000.0,black,auto,rear drive,E
4234,bmw,5-seriya,7800,2003,with mileage,345000.0,diesel,3000.0,blue,mechanics,rear drive,E
4235,bmw,5-seriya,9299,2008,with mileage,170000.0,petrol,2000.0,black,auto,rear drive,E
4236,bmw,5-seriya,10000,2008,with mileage,205000.0,petrol,2500.0,gray,auto,rear drive,E
4237,bmw,5-seriya,5350,2003,with mileage,271000.0,petrol,2200.0,blue,auto,rear drive,E
4238,bmw,5-seriya,3900,2001,with mileage,414000.0,petrol,2200.0,blue,mechanics,rear drive,E
4239,bmw,5-seriya,7500,2008,with mileage,157000.0,petrol,3000.0,gray,auto,part-time four-wheel drive,E
4240,bmw,5-seriya,3950,2000,with mileage,250000.0,petrol,2000.0,gray,mechanics,rear drive,E
4241,bmw,5-seriya,10800,2006,with mileage,192000.0,petrol,3000.0,black,auto,part-time four-wheel drive,E
4242,bmw,5-seriya,6000,2001,with mileage,366530.0,diesel,3000.0,other,auto,rear drive,E
4243,bmw,5-seriya,6650,2002,with mileage,341000.0,diesel,2500.0,blue,mechanics,rear drive,E
4244,bmw,5-seriya,8900,2005,with mileage,282000.0,diesel,2500.0,gray,mechanics,rear drive,E
4245,bmw,5-seriya,6800,2001,with mileage,374823.0,diesel,3000.0,black,auto,rear drive,E
4246,bmw,5-seriya,7800,2003,with mileage,300000.0,petrol,3000.0,gray,auto,rear drive,E
4247,bmw,5-seriya,6500,2002,with mileage,314000.0,diesel,2500.0,silver,mechanics,rear drive,E
4248,bmw,5-seriya,4500,1997,with mileage,430000.0,petrol,2500.0,silver,auto,rear drive,E
4249,bmw,5-seriya,5500,1996,with mileage,123456.0,petrol,2800.0,blue,mechanics,rear drive,E
4250,bmw,5-seriya,9990,2007,with mileage,330000.0,diesel,3000.0,black,auto,rear drive,E
4251,bmw,5-seriya,10300,2007,with mileage,154400.0,petrol,3000.0,gray,auto,all-wheel drive,E
4252,bmw,5-seriya,5500,1998,with mileage,480000.0,petrol,2800.0,black,mechanics,rear drive,E
4253,bmw,5-seriya,5200,2001,with mileage,3700.0,petrol,2500.0,blue,mechanics,rear drive,E
4254,bmw,5-seriya,6000,2000,with mileage,250000.0,petrol,2200.0,black,mechanics,rear drive,E
4255,bmw,5-seriya,4000,1997,with mileage,420000.0,petrol,2300.0,green,mechanics,rear drive,E
4256,bmw,5-seriya,6990,2003,with mileage,290000.0,diesel,3000.0,black,mechanics,rear drive,E
4257,bmw,5-seriya,4600,1998,with mileage,210000.0,petrol,2500.0,burgundy,mechanics,rear drive,E
4258,bmw,5-seriya,5800,2002,with mileage,165000.0,diesel,3000.0,silver,auto,rear drive,E
4259,bmw,5-seriya,7950,2003,with mileage,440000.0,diesel,2499.0,other,auto,rear drive,E
4260,bmw,5-seriya,5000,2001,with mileage,380000.0,diesel,2500.0,black,mechanics,rear drive,E
4261,bmw,5-seriya,9950,2006,with mileage,350000.0,diesel,2500.0,other,mechanics,rear drive,E
4262,bmw,5-seriya,5400,1998,with mileage,300000.0,petrol,4400.0,blue,auto,rear drive,E
4263,bmw,5-seriya,6700,2001,with mileage,293000.0,diesel,2500.0,green,auto,front-wheel drive,E
4264,bmw,5-seriya,5300,2002,with mileage,300000.0,diesel,2000.0,silver,mechanics,rear drive,E
4265,bmw,5-seriya,3900,2002,with mileage,444444.0,diesel,3000.0,silver,auto,rear drive,E
4266,bmw,5-seriya,6500,2002,with mileage,374270.0,diesel,2500.0,silver,mechanics,rear drive,E
4267,bmw,5-seriya,4200,1996,with mileage,448970.0,petrol,2000.0,green,mechanics,rear drive,E
4268,bmw,5-seriya,5300,2002,with mileage,491000.0,diesel,2500.0,silver,mechanics,rear drive,E
4269,bmw,5-seriya,3999,1998,with mileage,45000.0,diesel,2500.0,black,auto,rear drive,E
4270,bmw,5-seriya,4000,1998,with mileage,380000.0,diesel,2500.0,gray,mechanics,rear drive,E
4271,bmw,5-seriya,10600,2009,with mileage,197000.0,petrol,3000.0,gray,auto,rear drive,E
4272,bmw,5-seriya,6400,2002,with mileage,298000.0,petrol,2500.0,black,mechanics,rear drive,E
4273,bmw,5-seriya,6000,2001,with mileage,295000.0,diesel,3000.0,other,auto,rear drive,E
4274,bmw,5-seriya,6350,2001,with mileage,205000.0,petrol,2500.0,blue,mechanics,rear drive,E
4275,bmw,5-seriya,3900,2000,with mileage,257000.0,petrol,4400.0,blue,auto,rear drive,E
4276,bmw,5-seriya,7500,2000,with mileage,340000.0,petrol,2500.0,black,mechanics,rear drive,E
4277,bmw,5-seriya,6300,2004,with mileage,302000.0,petrol,2500.0,black,auto,rear drive,E
4278,bmw,5-seriya,3600,1997,with mileage,312300.0,petrol,2300.0,gray,auto,rear drive,E
4279,bmw,5-seriya,5500,2003,with mileage,24000.0,petrol,2500.0,purple,mechanics,rear drive,E
4280,bmw,5-seriya,4999,2001,with mileage,355000.0,diesel,1951.0,black,mechanics,rear drive,E
4281,bmw,5-seriya,7500,2003,with mileage,425000.0,diesel,3000.0,silver,auto,rear drive,E
4282,bmw,5-seriya,5000,1998,with mileage,335000.0,diesel,2500.0,green,auto,rear drive,E
4283,bmw,5-seriya,5500,2000,with mileage,414500.0,diesel,3000.0,blue,auto,rear drive,E
4284,bmw,5-seriya,4000,1985,with mileage,300000.0,petrol,1800.0,other,mechanics,rear drive,E
4285,bmw,5-seriya,8500,2007,with mileage,365000.0,petrol,2996.0,blue,auto,part-time four-wheel drive,E
4286,bmw,5-seriya,4500,2001,with mileage,564321.0,diesel,2500.0,silver,mechanics,rear drive,E
4287,bmw,5-seriya,8500,2004,with mileage,486000.0,petrol,2500.0,blue,auto,rear drive,E
4288,bmw,5-seriya,7000,2003,with mileage,250000.0,petrol,2500.0,blue,mechanics,rear drive,E
4289,bmw,5-seriya,10900,2008,with mileage,197000.0,petrol,2500.0,black,auto,rear drive,E
4290,bmw,5-seriya,4550,2003,with mileage,315000.0,diesel,2000.0,black,mechanics,rear drive,E
4291,bmw,5-seriya,5000,2000,with mileage,315000.0,petrol,2000.0,silver,mechanics,rear drive,E
4292,bmw,5-seriya,8600,2006,with mileage,255000.0,petrol,2500.0,black,auto,part-time four-wheel drive,E
4293,bmw,5-seriya,8900,2005,with mileage,240000.0,petrol,2500.0,black,mechanics,rear drive,E
4294,bmw,5-seriya,5300,1999,with mileage,250000.0,petrol,2800.0,gray,auto,rear drive,E
4295,bmw,5-seriya,4750,1998,with mileage,300000.0,petrol,2500.0,black,auto,rear drive,E
4296,bmw,5-seriya,8800,2007,with mileage,204000.0,petrol,3000.0,silver,auto,all-wheel drive,E
4297,bmw,5-seriya,8999,2005,with mileage,320000.0,diesel,2500.0,silver,auto,rear drive,E
4298,bmw,5-seriya,4400,1998,with mileage,318000.0,diesel,2500.0,silver,mechanics,rear drive,E
4299,bmw,5-seriya,7500,2004,with mileage,335450.0,petrol,2200.0,silver,mechanics,rear drive,E
4300,bmw,5-seriya,4300,1998,with mileage,290000.0,petrol,2800.0,silver,auto,rear drive,E
4301,bmw,5-seriya,3900,1997,with mileage,386000.0,petrol,2000.0,silver,mechanics,rear drive,E
4302,bmw,5-seriya,10000,2007,with mileage,266000.0,diesel,3000.0,gray,auto,rear drive,E
4303,bmw,5-seriya,4200,1997,with mileage,438360.0,petrol,2000.0,blue,auto,rear drive,E
4304,bmw,5-seriya,5000,2003,with mileage,272571.0,petrol,2500.0,black,auto,rear drive,E
4305,bmw,5-seriya,7000,2001,with mileage,277000.0,diesel,3000.0,blue,auto,rear drive,E
4306,bmw,5-seriya,9800,2007,with mileage,170000.0,petrol,2500.0,black,auto,rear drive,E
4307,bmw,5-seriya,8600,2004,with mileage,330000.0,diesel,3000.0,other,auto,rear drive,E
4308,bmw,5-seriya,9700,2004,with mileage,360000.0,petrol,3000.0,black,auto,rear drive,E
4309,bmw,5-seriya,9900,2007,with mileage,350000.0,diesel,2500.0,black,auto,rear drive,E
4310,bmw,5-seriya,5000,2001,with mileage,320000.0,diesel,2000.0,black,mechanics,rear drive,E
4311,bmw,5-seriya,7800,2002,with mileage,252000.0,diesel,3000.0,black,auto,rear drive,E
4312,bmw,5-seriya,4500,1997,with mileage,500.0,diesel,2500.0,black,mechanics,rear drive,E
4313,bmw,5-seriya,5700,2003,with mileage,370000.0,petrol,2500.0,other,mechanics,rear drive,E
4314,bmw,5-seriya,8700,2003,with mileage,224000.0,petrol,3000.0,black,auto,rear drive,E
4315,bmw,5-seriya,6700,2000,with mileage,500000.0,diesel,2500.0,other,auto,rear drive,E
4316,bmw,5-seriya,6300,2003,with mileage,28000.0,petrol,2200.0,blue,auto,rear drive,E
4317,bmw,5-seriya,4000,1996,with mileage,300000.0,petrol,2000.0,black,mechanics,rear drive,E
4318,bmw,5-seriya,4700,2001,with mileage,381500.0,diesel,2000.0,blue,mechanics,rear drive,E
4319,bmw,5-seriya,6900,2001,with mileage,444500.0,diesel,2500.0,black,auto,rear drive,E
4320,bmw,5-seriya,4500,1999,with mileage,179147.0,petrol,2000.0,blue,mechanics,rear drive,E
4321,bmw,5-seriya,6300,2001,with mileage,358000.0,diesel,3000.0,black,auto,rear drive,E
4322,bmw,5-seriya,5950,2004,with mileage,245000.0,petrol,2500.0,silver,auto,rear drive,E
4323,bmw,5-seriya,5300,1998,with mileage,300.0,petrol,2500.0,silver,auto,rear drive,E
4324,bmw,5-seriya,5600,2001,with mileage,405000.0,diesel,2500.0,green,mechanics,rear drive,E
4325,bmw,5-seriya,3800,1997,with mileage,350000.0,petrol,2500.0,black,mechanics,rear drive,E
4326,bmw,5-seriya,9400,2007,with mileage,287000.0,diesel,2000.0,blue,mechanics,rear drive,E
4327,bmw,5-seriya,10200,2007,with mileage,250000.0,diesel,3000.0,silver,auto,rear drive,E
4328,bmw,5-seriya,8950,2008,with mileage,234000.0,petrol,3000.0,black,auto,rear drive,E
4329,bmw,5-seriya,5350,2001,with mileage,350000.0,petrol,2500.0,blue,auto,rear drive,E
4330,bmw,5-seriya,8499,2006,with mileage,301600.0,diesel,2000.0,silver,mechanics,rear drive,E
4331,bmw,5-seriya,8000,2006,with mileage,235000.0,petrol,2500.0,gray,auto,rear drive,E
4332,bmw,5-seriya,10400,2008,with mileage,298000.0,diesel,2000.0,burgundy,mechanics,rear drive,E
4333,bmw,5-seriya,3900,1997,with mileage,400000.0,petrol,2500.0,silver,auto,rear drive,E
4334,bmw,5-seriya,3700,1999,with mileage,250000.0,petrol,2500.0,blue,mechanics,rear drive,E
4335,bmw,5-seriya,7300,2003,with mileage,370678.0,diesel,2500.0,silver,auto,rear drive,E
4336,bmw,5-seriya,5500,2000,with mileage,400000.0,diesel,3000.0,silver,mechanics,rear drive,E
4337,bmw,5-seriya,9000,2005,with mileage,294.0,diesel,2497.0,blue,mechanics,rear drive,E
4338,bmw,5-seriya,4700,2000,with mileage,400000.0,diesel,2500.0,silver,mechanics,rear drive,E
4339,bmw,5-seriya,7000,2003,with mileage,270000.0,diesel,2500.0,gray,auto,rear drive,E
4340,bmw,5-seriya,4999,2001,with mileage,398460.0,diesel,3000.0,black,auto,rear drive,E
4341,bmw,5-seriya,4700,2001,with mileage,336500.0,diesel,2000.0,blue,mechanics,rear drive,E
4342,bmw,5-seriya,9700,2006,with mileage,220000.0,petrol,3000.0,gray,auto,rear drive,E
4343,bmw,5-seriya,4350,1999,with mileage,391000.0,diesel,3000.0,black,mechanics,rear drive,E
4344,bmw,5-seriya,4600,2001,with mileage,700000.0,diesel,3000.0,black,mechanics,rear drive,E
4345,bmw,5-seriya,8900,2005,with mileage,260000.0,petrol,3000.0,black,auto,all-wheel drive,E
4346,opel,omega,2500,1998,with mileage,447000.0,petrol,2000.0,red,auto,rear drive,E
4347,opel,omega,2000,1998,with mileage,385000.0,diesel,2000.0,green,mechanics,rear drive,E
4348,opel,omega,2100,1998,with mileage,287000.0,petrol,2000.0,silver,mechanics,rear drive,E
4349,opel,omega,2500,2001,with mileage,270000.0,petrol,2200.0,blue,mechanics,rear drive,E
4350,opel,omega,2000,1996,with mileage,450000.0,diesel,2500.0,burgundy,mechanics,rear drive,E
4351,opel,omega,1700,1997,with mileage,424186.0,diesel,2500.0,blue,mechanics,rear drive,E
4352,opel,omega,2299,2002,with mileage,344000.0,diesel,2000.0,silver,mechanics,rear drive,E
4353,opel,omega,2500,2001,with mileage,333333.0,diesel,2200.0,silver,mechanics,rear drive,E
4354,opel,omega,1500,1997,with mileage,333335.0,diesel,2500.0,black,mechanics,rear drive,E
4355,opel,omega,2377,2001,with mileage,271000.0,petrol,2200.0,black,mechanics,rear drive,E
4356,opel,omega,2100,1999,with mileage,315000.0,petrol,2500.0,silver,mechanics,rear drive,E
4357,opel,omega,1300,1995,with mileage,300000.0,diesel,2500.0,blue,mechanics,rear drive,E
4358,opel,omega,1450,1996,with mileage,275500.0,petrol,2000.0,green,mechanics,rear drive,E
4359,opel,omega,1550,1994,with mileage,333333.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4360,opel,omega,2000,1999,with mileage,360000.0,diesel,2000.0,other,mechanics,rear drive,E
4361,opel,omega,1800,1997,with mileage,476728.0,petrol,2000.0,blue,mechanics,rear drive,E
4362,opel,omega,1500,1995,with mileage,33.0,petrol,2000.0,blue,mechanics,rear drive,E
4363,opel,omega,2250,1999,with mileage,253.0,petrol,2000.0,black,mechanics,rear drive,E
4364,opel,omega,1550,1995,with mileage,340368.0,petrol,2000.0,white,mechanics,front-wheel drive,E
4365,opel,omega,1300,1995,with mileage,360000.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4366,opel,omega,1600,1999,with mileage,220000.0,diesel,20000.0,blue,mechanics,rear drive,E
4367,opel,omega,2300,2001,with mileage,300000.0,petrol,2200.0,silver,mechanics,rear drive,E
4368,opel,omega,1850,1998,with mileage,280000.0,petrol,2000.0,red,mechanics,rear drive,E
4369,opel,omega,1600,1998,with mileage,243000.0,petrol,2500.0,black,mechanics,rear drive,E
4370,opel,omega,2200,2000,with mileage,252000.0,petrol,2200.0,silver,auto,rear drive,E
4371,opel,omega,2000,1995,with mileage,320000.0,petrol,3000.0,black,mechanics,rear drive,E
4372,opel,omega,1500,1997,with mileage,1.0,petrol,2000.0,gray,mechanics,rear drive,E
4373,opel,omega,2590,1999,with mileage,180000.0,petrol,2500.0,green,mechanics,rear drive,E
4374,opel,omega,1600,1996,with mileage,287000.0,petrol,2000.0,silver,mechanics,rear drive,E
4375,opel,omega,2200,2000,with mileage,320000.0,petrol,2200.0,burgundy,auto,rear drive,E
4376,opel,omega,1300,1999,with mileage,230000.0,petrol,2500.0,silver,auto,rear drive,E
4377,opel,omega,1399,1997,with mileage,327000.0,petrol,2000.0,blue,mechanics,rear drive,E
4378,opel,omega,1700,1997,with mileage,279000.0,petrol,2000.0,black,mechanics,rear drive,E
4379,opel,omega,1700,1998,with mileage,372000.0,petrol,2000.0,silver,mechanics,rear drive,E
4380,opel,omega,2382,2000,with mileage,234566.0,petrol,2200.0,green,mechanics,rear drive,E
4381,opel,omega,2500,2000,with mileage,300000.0,diesel,2200.0,silver,mechanics,rear drive,E
4382,opel,omega,2700,1999,with mileage,390000.0,diesel,2500.0,green,mechanics,rear drive,E
4383,opel,omega,2300,1997,with mileage,500000.0,petrol,2000.0,silver,mechanics,rear drive,E
4384,opel,omega,2300,1994,with mileage,394000.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4385,opel,omega,1900,1997,with damage,320000.0,petrol,2500.0,purple,auto,rear drive,E
4386,opel,omega,1900,1996,with mileage,444000.0,petrol,2000.0,blue,mechanics,rear drive,E
4387,opel,omega,1550,1995,with mileage,439563.0,diesel,2500.0,purple,mechanics,rear drive,E
4388,opel,omega,1300,1998,with mileage,450000.0,petrol,2000.0,silver,mechanics,rear drive,E
4389,opel,omega,1800,1996,with mileage,350000.0,petrol,2000.0,black,mechanics,rear drive,E
4390,opel,omega,2500,1998,with mileage,350.0,petrol,2000.0,other,mechanics,rear drive,E
4391,opel,omega,1800,1995,with mileage,300000.0,diesel,2500.0,green,mechanics,rear drive,E
4392,opel,omega,2600,1997,with mileage,450000.0,diesel,2500.0,green,mechanics,rear drive,E
4393,opel,omega,2000,1996,with mileage,300000.0,petrol,2000.0,black,mechanics,rear drive,E
4394,opel,omega,2100,1997,with mileage,453000.0,diesel,2500.0,silver,mechanics,rear drive,E
4395,opel,omega,1300,1997,with mileage,356925.0,petrol,2000.0,white,mechanics,rear drive,E
4396,opel,omega,2000,1994,with mileage,397000.0,petrol,2000.0,green,mechanics,rear drive,E
4397,opel,omega,1800,1997,with mileage,350000.0,petrol,2500.0,silver,mechanics,rear drive,E
4398,opel,omega,1500,1995,with mileage,555555.0,petrol,2000.0,blue,mechanics,rear drive,E
4399,opel,omega,1580,1994,with mileage,267000.0,diesel,2500.0,white,mechanics,rear drive,E
4400,opel,omega,1750,1995,with mileage,260000.0,petrol,2000.0,black,mechanics,rear drive,E
4401,opel,omega,1600,1998,with mileage,314000.0,petrol,2000.0,red,auto,rear drive,E
4402,opel,omega,2600,2002,with mileage,415000.0,petrol,2200.0,black,mechanics,rear drive,E
4403,opel,omega,1500,1997,with mileage,370000.0,diesel,2500.0,purple,mechanics,rear drive,E
4404,opel,omega,2000,1995,with mileage,272000.0,petrol,2000.0,black,mechanics,rear drive,E
4405,opel,omega,1900,2001,with mileage,420000.0,diesel,2200.0,black,mechanics,rear drive,E
4406,opel,omega,1400,1994,with mileage,260000.0,petrol,2500.0,black,auto,rear drive,E
4407,opel,omega,2500,2000,with mileage,250000.0,petrol,2600.0,black,auto,rear drive,E
4408,opel,omega,2200,1995,with mileage,340000.0,diesel,2500.0,purple,mechanics,rear drive,E
4409,opel,omega,1300,1998,with mileage,315472.0,petrol,2000.0,purple,mechanics,rear drive,E
4410,opel,omega,2600,1998,with mileage,333333.0,petrol,2000.0,blue,auto,rear drive,E
4411,opel,omega,1300,1998,with mileage,220000.0,petrol,2000.0,green,mechanics,rear drive,E
4412,opel,omega,1950,1999,with mileage,310000.0,petrol,2000.0,gray,mechanics,rear drive,E
4413,opel,omega,1700,1998,with mileage,200000.0,petrol,2000.0,green,mechanics,rear drive,E
4414,opel,omega,1410,1996,with mileage,472000.0,petrol,2000.0,green,mechanics,rear drive,E
4415,opel,omega,1400,1998,with mileage,3600000.0,diesel,2500.0,blue,mechanics,rear drive,E
4416,opel,omega,2650,2000,with mileage,365000.0,petrol,2500.0,purple,auto,rear drive,E
4417,opel,omega,2000,2000,with mileage,372000.0,petrol,2500.0,white,auto,rear drive,E
4418,opel,omega,2400,1999,with mileage,388000.0,petrol,2000.0,silver,mechanics,rear drive,E
4419,opel,omega,1600,1997,with mileage,265000.0,petrol,2000.0,silver,mechanics,rear drive,E
4420,opel,omega,1900,1995,with mileage,498000.0,diesel,2500.0,blue,mechanics,rear drive,E
4421,opel,omega,1800,1994,with mileage,350000.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4422,opel,omega,2500,2000,with mileage,380000.0,petrol,2500.0,black,auto,rear drive,E
4423,opel,omega,2700,1998,with mileage,280000.0,petrol,2000.0,green,mechanics,rear drive,E
4424,opel,omega,2100,1997,with mileage,300000.0,diesel,2500.0,silver,mechanics,rear drive,E
4425,opel,omega,1800,1997,with mileage,330.0,petrol,2500.0,burgundy,mechanics,rear drive,E
4426,opel,omega,2400,2001,with mileage,229000.0,petrol,2200.0,blue,mechanics,front-wheel drive,E
4427,opel,omega,1900,1998,with mileage,538000.0,diesel,2000.0,blue,mechanics,rear drive,E
4428,opel,omega,2300,1999,with mileage,20000.0,petrol,2000.0,blue,mechanics,front-wheel drive,E
4429,opel,omega,1700,1995,with mileage,320000.0,petrol,2000.0,blue,mechanics,rear drive,E
4430,opel,omega,2200,1997,with mileage,388000.0,diesel,2500.0,green,mechanics,rear drive,E
4431,opel,omega,2600,2002,with mileage,200000.0,diesel,2200.0,blue,mechanics,rear drive,E
4432,opel,omega,1300,1995,with mileage,111111.0,diesel,2500.0,green,mechanics,rear drive,E
4433,opel,omega,2000,2002,with mileage,350000.0,petrol,2200.0,silver,mechanics,rear drive,E
4434,opel,omega,2400,1995,with mileage,484678.0,petrol,2000.0,black,mechanics,rear drive,E
4435,opel,omega,1300,1997,with mileage,300000.0,petrol,2000.0,silver,mechanics,rear drive,E
4436,opel,omega,2200,1996,with mileage,111111.0,petrol,2000.0,green,mechanics,rear drive,E
4437,opel,omega,2300,1996,with mileage,338000.0,diesel,2300.0,white,mechanics,rear drive,E
4438,opel,omega,2000,1999,with mileage,324800.0,petrol,2000.0,blue,mechanics,rear drive,E
4439,opel,omega,2662,1997,with mileage,333000.0,petrol,2000.0,gray,auto,rear drive,E
4440,opel,omega,2700,2001,with mileage,271000.0,petrol,2200.0,gray,mechanics,rear drive,E
4441,opel,omega,2600,2000,with mileage,390000.0,diesel,2500.0,gray,auto,rear drive,E
4442,opel,omega,1950,1997,with mileage,350000.0,petrol,2500.0,blue,auto,rear drive,E
4443,opel,omega,1700,1995,with mileage,240000.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4444,opel,omega,1500,1998,with mileage,348000.0,petrol,2000.0,silver,mechanics,rear drive,E
4445,opel,omega,1400,1996,with mileage,286000.0,petrol,2000.0,silver,mechanics,rear drive,E
4446,opel,omega,1999,2000,with mileage,255555.0,diesel,2200.0,blue,mechanics,rear drive,E
4447,opel,omega,1333,1996,with mileage,357000.0,petrol,2000.0,green,mechanics,rear drive,E
4448,opel,omega,2000,1994,with mileage,300000.0,petrol,2000.0,green,auto,rear drive,E
4449,opel,omega,1900,1998,with mileage,320000.0,diesel,2500.0,silver,auto,rear drive,E
4450,opel,omega,1600,1997,with mileage,350000.0,diesel,2500.0,green,mechanics,rear drive,E
4451,opel,omega,1500,1998,with mileage,250000.0,diesel,2000.0,black,mechanics,rear drive,E
4452,opel,omega,2700,1998,with mileage,300000.0,petrol,2500.0,silver,mechanics,rear drive,E
4453,opel,omega,1600,1999,with mileage,248000.0,petrol,2000.0,blue,mechanics,rear drive,E
4454,opel,omega,1350,1998,with mileage,400000.0,diesel,2500.0,silver,mechanics,rear drive,E
4455,opel,omega,1350,1995,with mileage,358000.0,petrol,1998.0,blue,mechanics,rear drive,E
4456,opel,omega,2300,1999,with mileage,366000.0,petrol,2000.0,silver,mechanics,rear drive,E
4457,opel,omega,2350,1996,with mileage,350000.0,petrol,2000.0,blue,mechanics,rear drive,E
4458,opel,omega,1500,1995,with mileage,340000.0,petrol,2500.0,burgundy,auto,rear drive,E
4459,opel,omega,1664,1994,with mileage,360000.0,petrol,2000.0,white,mechanics,rear drive,E
4460,opel,omega,2300,1997,with mileage,480000.0,diesel,2500.0,green,mechanics,rear drive,E
4461,opel,omega,2000,1998,with mileage,249000.0,petrol,2000.0,white,mechanics,rear drive,E
4462,opel,omega,1300,1994,with mileage,143949.0,petrol,2500.0,black,mechanics,rear drive,E
4463,opel,omega,1700,1996,with mileage,398000.0,petrol,2000.0,green,mechanics,rear drive,E
4464,opel,omega,2000,1996,with mileage,305691.0,petrol,2000.0,silver,auto,rear drive,E
4465,opel,omega,2100,1997,with mileage,330000.0,petrol,2200.0,blue,mechanics,rear drive,E
4466,opel,omega,1550,1995,with mileage,350000.0,petrol,2500.0,green,auto,rear drive,E
4467,opel,omega,2700,1999,with mileage,300000.0,petrol,2500.0,silver,auto,rear drive,E
4468,opel,omega,1400,1995,with mileage,300.0,petrol,2000.0,blue,auto,rear drive,E
4469,opel,omega,1600,1998,with mileage,320000.0,petrol,2000.0,white,mechanics,rear drive,E
4470,opel,omega,1550,1996,with mileage,388000.0,petrol,2000.0,silver,mechanics,rear drive,E
4471,opel,omega,2600,2001,with mileage,430.0,petrol,2600.0,black,auto,rear drive,E
4472,opel,omega,1800,1998,with mileage,373962.0,petrol,2200.0,blue,mechanics,rear drive,E
4473,opel,omega,2500,1999,with mileage,290000.0,petrol,2000.0,white,mechanics,rear drive,E
4474,opel,omega,2100,1994,with mileage,400000.0,petrol,2000.0,green,mechanics,rear drive,E
4475,opel,omega,1555,1998,with mileage,7777.0,petrol,2000.0,other,mechanics,rear drive,E
4476,opel,omega,1500,1994,with mileage,350000.0,petrol,2500.0,black,mechanics,rear drive,E
4477,opel,omega,2300,1999,with mileage,250000.0,petrol,2000.0,silver,auto,rear drive,E
4478,opel,omega,1350,1998,with mileage,350000.0,petrol,2000.0,blue,mechanics,rear drive,E
4479,opel,omega,1900,1995,with mileage,402000.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4480,opel,omega,1500,1997,with mileage,380000.0,petrol,2000.0,blue,mechanics,rear drive,E
4481,opel,omega,2500,2001,with mileage,445200.0,petrol,2200.0,blue,mechanics,rear drive,E
4482,opel,omega,1600,1996,with mileage,250000.0,petrol,2000.0,burgundy,mechanics,rear drive,E
4483,opel,omega,1616,1997,with mileage,300000.0,petrol,2000.0,silver,mechanics,rear drive,E
4484,opel,omega,2000,1998,with mileage,530000.0,diesel,2000.0,silver,mechanics,rear drive,E
4485,opel,omega,1300,1999,with mileage,350000.0,diesel,2500.0,black,mechanics,rear drive,E
4486,opel,omega,2139,1998,with mileage,238000.0,petrol,2000.0,blue,mechanics,rear drive,E
